EART,EvDateTime,EvType,AssoProt,Descr,RprProt,Proto,SpEvTyp
5427,9/30/2024,Watch List,,Sick for 2 days,,,Watch List
5819,10/1/2024,Watch List,,Sick for 2 days,,,Watch List
91409,10/1/2024,Watch List,,Sick for 2 days,Double OVS 2PgF,,Watch List
5946,10/2/2024,Watch List,,Sick for 2 days,,,Watch List
91409,10/2/2024,Watch List,,Sick for 2 days,Double OVS 2PgF,,Watch List
5819,10/2/2024,Watch List,,Sick for 2 days,,,Watch List
5819,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5427,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5981,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5965,10/3/2024,Watch List,,Sick for 2 days,Reset GGPG,,Watch List
5995,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
11538,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5246,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6276,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6225,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/3/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
6276,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
6225,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
517,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
6227,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5389,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
91709,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
11538,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5995,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5967,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5965,10/4/2024,Watch List,,Sick for 2 days,Reset GGPG,,Watch List
5819,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5427,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5246,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
5594,10/4/2024,Watch List,,Sick for 2 days,,,Watch List
517,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5076,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5967,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5965,10/5/2024,Watch List,,Sick for 2 days,Reset GGPG,,Watch List
5819,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5427,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5389,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
91709,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6247,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6227,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6225,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5618,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5246,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
11538,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5995,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5994,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
5850,10/5/2024,Watch List,,Sick for 2 days,,,Watch List
6248,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6247,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6227,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6257,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6253,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6255,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6254,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6252,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6256,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6225,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6258,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
517,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5850,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5995,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
11538,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
91709,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5427,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5389,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5076,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5594,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5994,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5848,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5246,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5941,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5501,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
9473,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5967,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5965,10/6/2024,Watch List,,Sick for 2 days,Reset GGPG,,Watch List
5618,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5778,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5532,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/6/2024,Watch List,,Sick for 2 days,,,Watch List
5848,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5594,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
91709,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
11649,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5994,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5778,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5427,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5389,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5076,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
9473,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5886,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5501,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5965,10/7/2024,Watch List,,Sick for 2 days,Reset GGPG,,Watch List
5246,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5941,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5377,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5728,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
11538,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5618,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6248,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6247,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6227,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6232,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
517,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6235,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
6225,10/7/2024,Watch List,,Sick for 2 days,,,Watch List
5987,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5967,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5389,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5377,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5728,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5941,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5246,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5886,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5501,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
11649,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6004,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5994,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5848,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5594,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6247,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6235,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
517,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6232,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6227,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6248,10/8/2024,Watch List,,Sick for 2 days,,,Watch List
6244,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
6248,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
6247,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
5594,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
6235,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
5509,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
6004,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5967,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5685,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
6284,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
520,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
6275,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/11/2024,Watch List,,Sick for 2 days,,,Watch List
5377,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5246,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5987,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5570,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5886,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5501,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
5642,10/9/2024,Watch List,,Sick for 2 days,,,Watch List
517,10/10/2024,Watch List,,Sick for 2 days,,,Watch List
5686,10/11/2024,Watch List,,Sick for 2 days,,,Watch List
5685,10/12/2024,Watch List,,Sick for 2 days,,,Watch List
5686,10/12/2024,Watch List,,Sick for 2 days,,,Watch List
5686,10/13/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/14/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/16/2024,Watch List,,Sick for 2 days,,,Watch List
6004,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
6295,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
6293,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
6277,10/17/2024,Watch List,,Sick for 2 days,,,Watch List
5830,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5532,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5888,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
6004,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5976,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5459,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
6277,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
522,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
6295,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
6293,10/18/2024,Watch List,,Sick for 2 days,,,Watch List
5888,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6277,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6293,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5590,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5722,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5532,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5830,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6298,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6295,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
522,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6292,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6282,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
6004,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5976,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5658,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5481,10/19/2024,Watch List,,Sick for 2 days,Double OVS 2PgF,,Watch List
5459,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/19/2024,Watch List,,Sick for 2 days,,,Watch List
522,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
6296,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
6298,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
6295,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
6293,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
6292,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
6285,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5590,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5722,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5983,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5641,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5550,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5459,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5757,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5531,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5271,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5608,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5729,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5984,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5976,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/20/2024,Watch List,,Sick for 2 days,,,Watch List
5608,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6241,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6301,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6298,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6296,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6295,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6293,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6292,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5550,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5976,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5972,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5757,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5984,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5756,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5752,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5945,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5590,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6285,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
522,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5531,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5885,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5983,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5367,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
5641,10/21/2024,Watch List,,Sick for 2 days,,,Watch List
6255,10/27/2024,Watch List,,Sick for 2 days,,,Watch List
6295,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
6293,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
6292,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
6285,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
6254,10/30/2024,Watch List,,Sick for 2 days,,,Watch List
6301,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
6298,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
6296,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
6247,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
6231,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
6266,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
6248,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5677,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5769,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5983,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5885,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5850,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5367,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5735,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5972,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5984,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5976,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5756,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5752,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5550,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5568,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5531,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5945,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5889,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5666,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5501,10/22/2024,Watch List,,Sick for 2 days,,,Watch List
5769,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5568,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5983,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5850,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5735,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5677,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5531,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5946,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5889,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5550,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5731,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5362,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5718,10/23/2024,Watch List,,Sick for 2 days,Double OVS 2PgF,,Watch List
5972,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
6291,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
522,10/24/2024,Watch List,,Sick for 2 days,,,Watch List
5984,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5692,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5577,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5076,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5756,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5666,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5501,10/23/2024,Watch List,,Sick for 2 days,,,Watch List
5595,10/25/2024,Watch List,,Sick for 2 days,,,Watch List
5958,10/25/2024,Watch List,,Sick for 2 days,,,Watch List
5245,10/30/2024,Watch List,,Sick for 2 days,,,Watch List
5568,10/31/2024,Watch List,,Sick for 2 days,,,Watch List
6303,10/31/2024,Watch List,,Sick for 2 days,,,Watch List
6299,10/31/2024,Watch List,,Sick for 2 days,,,Watch List
6303,11/1/2024,Watch List,,Sick for 2 days,,,Watch List
6299,11/1/2024,Watch List,,Sick for 2 days,,,Watch List
6302,11/1/2024,Watch List,,Sick for 2 days,,,Watch List
5984,11/1/2024,Watch List,,Sick for 2 days,,,Watch List
5972,11/1/2024,Watch List,,Sick for 2 days,,,Watch List
5245,11/1/2024,Watch List,,Sick for 2 days,,,Watch List
